COD_PROVINCIA|IND_SEXO|CLASE_PERMISO|DESC_ANTIG_PERMISO|NUM_CONDUCTORES
09|M|AM  |2024         |23
09|M|AM  |2025         |39
09|M|AM  |2026         |3
09|M|AM  |Anterior_2014|4751
09|M|B   |2014         |1162
09|M|B   |2015         |1028
09|M|B   |2016         |1410
09|M|B   |2017         |1318
09|M|B   |2018         |1483
09|M|B   |2019         |1508
09|M|B   |2020         |1234
09|M|B   |2021         |1522
09|M|B   |2022         |1377
09|M|B   |2023         |1273
09|M|B   |2024         |1356
09|M|B   |2025         |1395
09|M|B   |2026         |70
09|M|B   |Anterior_2014|66680
09|M|B+E |2015         |1
09|M|B+E |2016         |1
09|M|B+E |2018         |1
09|M|B+E |2020         |2
09|M|B+E |2021         |3
09|M|B+E |2022         |3
09|M|B+E |2023         |8
09|M|B+E |2024         |8
09|M|B+E |2025         |7
09|M|B+E |Anterior_2014|37
09|M|C   |2021         |1
09|M|C   |Anterior_2014|3
09|M|C+E |Anterior_2014|1
09|M|C1  |2025         |1
09|M|C1  |Anterior_2014|5
09|M|D   |Anterior_2014|1
09|M|D1+E|Anterior_2014|3
09|V|A   |2015         |2
09|V|A   |2016         |3
09|V|A   |2017         |1
09|V|A   |2018         |7
09|V|A   |2019         |8
09|V|A   |2020         |11
09|V|A   |2021         |12
09|V|A   |2022         |17
09|V|A   |2023         |16
09|V|A   |2024         |37
09|V|A   |2025         |32
09|V|A   |2026         |2
09|V|A   |Anterior_2014|1722
09|V|A1  |2014         |19
09|V|A1  |2015         |8
09|V|A1  |2016         |14
09|V|A1  |2017         |10
09|V|A1  |2018         |29
09|V|A1  |2019         |28
09|V|A1  |2020         |34
09|V|A1  |2021         |50
09|V|A1  |2022         |36
09|V|A1  |2023         |44
09|V|A1  |2024         |51
09|V|A1  |2025         |58
09|V|A1  |2026         |9
09|V|A1  |Anterior_2014|2394
09|V|A2  |2014         |3
09|V|A2  |2016         |3
09|V|A2  |2017         |2
09|V|A2  |2018         |6
09|V|A2  |2019         |7
09|V|A2  |2020         |12
09|V|A2  |2021         |12
09|V|A2  |2022         |7
09|V|A2  |2023         |29
09|V|A2  |2024         |27
09|V|A2  |2025         |44
09|V|A2  |2026         |1
09|V|A2  |Anterior_2014|1846
09|V|AM  |2014         |61
09|V|AM  |2015         |65
09|V|AM  |2016         |59
09|V|AM  |2017         |66
09|V|AM  |2018         |64
09|V|AM  |2019         |57
09|V|AM  |2020         |74
09|V|AM  |2021         |84
09|V|AM  |2022         |77
09|V|AM  |2023         |121
09|V|AM  |2024         |118
09|V|AM  |2025         |143
09|V|AM  |2026         |4
09|V|AM  |Anterior_2014|22697
09|V|B   |2014         |1386
09|V|B   |2015         |1149
09|V|B   |2016         |1630
09|V|B   |2017         |1481
09|V|B   |2018         |1543
09|V|B   |2019         |1489
09|V|B   |2020         |1082
09|V|B   |2021         |1509
09|V|B   |2022         |1562
09|V|B   |2023         |1638
09|V|B   |2024         |1916
09|V|B   |2025         |2076
09|V|B   |2026         |144
09|V|B   |Anterior_2014|78654
09|V|B+E |2014         |2
09|V|B+E |2015         |1
09|V|B+E |2016         |1
09|V|B+E |2017         |6
09|V|B+E |2018         |1
09|V|B+E |2019         |12
09|V|B+E |2020         |12
09|V|B+E |2021         |13
09|V|B+E |2022         |12
09|V|B+E |2023         |16
09|V|B+E |2024         |18
09|V|B+E |2025         |15
09|V|B+E |2026         |1
09|V|B+E |Anterior_2014|369
09|V|C   |2014         |1
09|V|C   |2019         |1
09|V|C   |2023         |1
09|V|C   |2025         |2
09|V|C   |Anterior_2014|90
09|V|C+E |2023         |1
09|V|C+E |Anterior_2014|33
09|V|C1  |2016         |1
09|V|C1  |2018         |1
09|V|C1  |2021         |1
09|V|C1  |2022         |1
09|V|C1  |2023         |2
09|V|C1  |Anterior_2014|111
09|V|C1+E|2023         |1
09|V|C1+E|2024         |1
09|V|C1+E|2025         |1
09|V|C1+E|Anterior_2014|37
09|V|D   |2022         |1
09|V|D   |2024         |2
09|V|D   |Anterior_2014|10
09|V|D+E |2024         |1
09|V|D+E |Anterior_2014|4
09|V|D1  |2016         |1
09|V|D1  |2022         |1
09|V|D1  |2023         |1
09|V|D1  |2024         |1
09|V|D1  |Anterior_2014|9
09|V|D1+E|2023         |1
09|V|D1+E|Anterior_2014|1
09|V|LVA |2015         |1
09|V|LVA |2021         |1
09|V|LVA |2023         |1
09|V|LVA |2024         |7
09|V|LVA |2025         |10
09|V|LVA |Anterior_2014|9
10|M|A   |2014         |2
10|M|A   |2017         |1
10|M|A   |2018         |1
10|M|A   |2021         |1
10|M|A   |2023         |1
10|M|A   |2024         |4
10|M|A   |2025         |6
10|M|A   |2026         |1
10|M|A   |Anterior_2014|27
10|M|A1  |2015         |2
10|M|A1  |2018         |6
10|M|A1  |2019         |2
10|M|A1  |2020         |2
10|M|A1  |2021         |5
10|M|A1  |2022         |10
10|M|A1  |2023         |6
10|M|A1  |2024         |10
10|M|A1  |2025         |15
10|M|A1  |2026         |1
10|M|A1  |Anterior_2014|107
10|M|A2  |2015         |1
10|M|A2  |2016         |1
10|M|A2  |2019         |1
10|M|A2  |2020         |3
10|M|A2  |2021         |1
10|M|A2  |2022         |2
10|M|A2  |2023         |3
10|M|A2  |2024         |1
10|M|A2  |2025         |4
10|M|A2  |Anterior_2014|31
10|M|AM  |2014         |22
10|M|AM  |2015         |20
10|M|AM  |2016         |27
10|M|AM  |2017         |17
10|M|AM  |2018         |25
10|M|AM  |2019         |31
10|M|AM  |2020         |19
10|M|AM  |2021         |32
10|M|AM  |2022         |26
10|M|AM  |2023         |30
10|M|AM  |2024         |34
10|M|AM  |2025         |24
10|M|AM  |Anterior_2014|9161
10|M|B   |2014         |1413
10|M|B   |2015         |1394
10|M|B   |2016         |1476
10|M|B   |2017         |1342
10|M|B   |2018         |1679
10|M|B   |2019         |2098
10|M|B   |2020         |1524
10|M|B   |2021         |1971
10|M|B   |2022         |1711
10|M|B   |2023         |1577
10|M|B   |2024         |1646
10|M|B   |2025         |1480
10|M|B   |2026         |111
10|M|B   |Anterior_2014|72362
10|M|B+E |2018         |2
10|M|B+E |2019         |1
10|M|B+E |2020         |1
10|M|B+E |2022         |2
10|M|B+E |2023         |2
10|M|B+E |2025         |1
10|M|B+E |Anterior_2014|42
10|M|C   |Anterior_2014|1
10|M|C1  |Anterior_2014|5
10|M|C1+E|Anterior_2014|7
10|V|A   |2014         |2
10|V|A   |2015         |1
10|V|A   |2016         |1
10|V|A   |2018         |3
10|V|A   |2019         |4
10|V|A   |2021         |5
10|V|A   |2022         |2
10|V|A   |2023         |8
10|V|A   |2024         |7
10|V|A   |2025         |10
10|V|A   |Anterior_2014|1235
10|V|A1  |2014         |18
10|V|A1  |2015         |16
10|V|A1  |2016         |11
10|V|A1  |2017         |19
10|V|A1  |2018         |22
10|V|A1  |2019         |29
10|V|A1  |2020         |22
10|V|A1  |2021         |41
10|V|A1  |2022         |44
10|V|A1  |2023         |31
10|V|A1  |2024         |46
10|V|A1  |2025         |60
10|V|A1  |2026         |4
10|V|A1  |Anterior_2014|1713
10|V|A2  |2017         |2
10|V|A2  |2018         |4
10|V|A2  |2019         |3
10|V|A2  |2020         |3
10|V|A2  |2021         |3
10|V|A2  |2022         |4
10|V|A2  |2023         |2
10|V|A2  |2024         |10
10|V|A2  |2025         |21
10|V|A2  |2026         |2
10|V|A2  |Anterior_2014|1236
10|V|AM  |2014         |109
10|V|AM  |2015         |101
10|V|AM  |2016         |121
10|V|AM  |2017         |116
10|V|AM  |2018         |120
10|V|AM  |2019         |150
10|V|AM  |2020         |170
10|V|AM  |2021         |178
10|V|AM  |2022         |142
10|V|AM  |2023         |160
10|V|AM  |2024         |173
10|V|AM  |2025         |187
10|V|AM  |2026         |11
10|V|AM  |Anterior_2014|44621
10|V|B   |2014         |1226
10|V|B   |2015         |1241
10|V|B   |2016         |1560
10|V|B   |2017         |1437
10|V|B   |2018         |1738
10|V|B   |2019         |1658
10|V|B   |2020         |1180
10|V|B   |2021         |2015
10|V|B   |2022         |1648
10|V|B   |2023         |1723
10|V|B   |2024         |1885
10|V|B   |2025         |2065
10|V|B   |2026         |131
10|V|B   |Anterior_2014|71904
10|V|B+E |2014         |1
10|V|B+E |2015         |1
10|V|B+E |2016         |2
10|V|B+E |2018         |1
10|V|B+E |2019         |3
10|V|B+E |2022         |4
10|V|B+E |2023         |4
10|V|B+E |2024         |5
10|V|B+E |2025         |12
10|V|B+E |Anterior_2014|346
10|V|C   |2018         |1
10|V|C   |2023         |1
10|V|C   |2025         |1
10|V|C   |Anterior_2014|19
10|V|C+E |Anterior_2014|10
10|V|C1  |2021         |2
10|V|C1  |2023         |1
10|V|C1  |2024         |2
10|V|C1  |2025         |1
10|V|C1  |Anterior_2014|46
10|V|C1+E|2018         |1
10|V|C1+E|Anterior_2014|18
10|V|D   |Anterior_2014|3
10|V|D1  |2021         |1
10|V|D1  |2025         |2
10|V|D1  |Anterior_2014|1
10|V|LVA |2024         |1
10|V|LVA |2025         |1
10|V|LVA |Anterior_2014|17
11|M|A   |2014         |2
11|M|A   |2016         |2
11|M|A   |2018         |2
11|M|A   |2019         |3
11|M|A   |2020         |4
11|M|A   |2021         |7
11|M|A   |2022         |5
11|M|A   |2023         |9
11|M|A   |2024         |6
11|M|A   |2025         |14
11|M|A   |2026         |1
11|M|A   |Anterior_2014|207
11|M|A1  |2014         |10
11|M|A1  |2015         |12
11|M|A1  |2016         |7
11|M|A1  |2017         |6
11|M|A1  |2018         |13
11|M|A1  |2019         |12
11|M|A1  |2020         |24
11|M|A1  |2021         |50
11|M|A1  |2022         |32
11|M|A1  |2023         |36
11|M|A1  |2024         |55
11|M|A1  |2025         |51
11|M|A1  |2026         |4
11|M|A1  |Anterior_2014|478
11|M|A2  |2015         |3
11|M|A2  |2016         |1
11|M|A2  |2017         |4
11|M|A2  |2018         |6
11|M|A2  |2019         |1
11|M|A2  |2020         |1
11|M|A2  |2021         |7
11|M|A2  |2022         |5
11|M|A2  |2023         |12
11|M|A2  |2024         |15
11|M|A2  |2025         |16
11|M|A2  |2026         |1
11|M|A2  |Anterior_2014|260
11|M|AM  |2014         |418
11|M|AM  |2015         |490
11|M|AM  |2016         |468
11|M|AM  |2017         |539
11|M|AM  |2018         |544
11|M|AM  |2019         |483
11|M|AM  |2020         |716
11|M|AM  |2021         |817
11|M|AM  |2022         |623
11|M|AM  |2023         |694
11|M|AM  |2024         |614
11|M|AM  |2025         |577
11|M|AM  |2026         |36
11|M|AM  |Anterior_2014|95998
11|M|B   |2014         |3705
11|M|B   |2015         |3894
11|M|B   |2016         |4724
11|M|B   |2017         |4561
11|M|B   |2018         |5561
11|M|B   |2019         |4897
11|M|B   |2020         |4452
11|M|B   |2021         |7022
11|M|B   |2022         |5971
11|M|B   |2023         |5648
11|M|B   |2024         |5406
11|M|B   |2025         |5743
11|M|B   |2026         |467
11|M|B   |Anterior_2014|163438
11|M|B+E |2014         |1
11|M|B+E |2015         |1
11|M|B+E |2016         |5
11|M|B+E |2017         |2
11|M|B+E |2018         |4
11|M|B+E |2019         |1
11|M|B+E |2020         |4
11|M|B+E |2021         |7
11|M|B+E |2022         |1
11|M|B+E |2023         |65
11|M|B+E |2024         |21
11|M|B+E |2025         |30
11|M|B+E |2026         |2
11|M|B+E |Anterior_2014|613
11|M|C   |Anterior_2014|2
11|M|C+E |2023         |1
11|M|C+E |Anterior_2014|2
11|M|C1  |2022         |1
11|M|C1  |2023         |5
11|M|C1  |2024         |1
11|M|C1  |2025         |3
11|M|C1  |Anterior_2014|50
11|M|C1+E|2023         |5
11|M|C1+E|2024         |1
11|M|C1+E|2025         |1
11|M|C1+E|Anterior_2014|35
11|M|D1  |2024         |1
11|M|D1  |Anterior_2014|1
11|M|D1+E|2024         |1
11|M|D1+E|Anterior_2014|3
11|V|A   |2014         |3
11|V|A   |2015         |1
11|V|A   |2016         |2
11|V|A   |2017         |3
11|V|A   |2018         |3
11|V|A   |2019         |3
11|V|A   |2020         |3
11|V|A   |2021         |16
11|V|A   |2022         |11
11|V|A   |2023         |36
11|V|A   |2024         |36
11|V|A   |2025         |55
11|V|A   |2026         |3
11|V|A   |Anterior_2014|3960
11|V|A1  |2014         |35
11|V|A1  |2015         |38
11|V|A1  |2016         |63
11|V|A1  |2017         |57
11|V|A1  |2018         |94
11|V|A1  |2019         |79
11|V|A1  |2020         |106
11|V|A1  |2021         |203
11|V|A1  |2022         |165
11|V|A1  |2023         |215
11|V|A1  |2024         |223
11|V|A1  |2025         |256
11|V|A1  |2026         |25
11|V|A1  |Anterior_2014|5994
11|V|A2  |2014         |7
11|V|A2  |2015         |3
11|V|A2  |2016         |8
11|V|A2  |2017         |6
11|V|A2  |2018         |17
11|V|A2  |2019         |9
11|V|A2  |2020         |18
11|V|A2  |2021         |14
11|V|A2  |2022         |30
11|V|A2  |2023         |57
11|V|A2  |2024         |46
11|V|A2  |2025         |44
11|V|A2  |2026         |5
11|V|A2  |Anterior_2014|4113
11|V|AM  |2014         |1042
11|V|AM  |2015         |1057
11|V|AM  |2016         |1197
11|V|AM  |2017         |1123
11|V|AM  |2018         |1229
11|V|AM  |2019         |1133
11|V|AM  |2020         |1525
11|V|AM  |2021         |1731
11|V|AM  |2022         |1477
11|V|AM  |2023         |1460
11|V|AM  |2024         |1616
11|V|AM  |2025         |1640
11|V|AM  |2026         |99
11|V|AM  |Anterior_2014|220309
11|V|B   |2014         |3275
11|V|B   |2015         |3644
11|V|B   |2016         |4117
11|V|B   |2017         |4090
11|V|B   |2018         |4819
11|V|B   |2019         |4590
11|V|B   |2020         |3816
11|V|B   |2021         |6684
11|V|B   |2022         |5917
11|V|B   |2023         |5913
11|V|B   |2024         |6091
11|V|B   |2025         |6814
11|V|B   |2026         |539
11|V|B   |Anterior_2014|125529
11|V|B+E |2014         |1
11|V|B+E |2015         |4
11|V|B+E |2016         |1
11|V|B+E |2017         |7
11|V|B+E |2018         |8
11|V|B+E |2019         |3
11|V|B+E |2020         |4
11|V|B+E |2021         |13
11|V|B+E |2022         |3
11|V|B+E |2023         |86
11|V|B+E |2024         |39
11|V|B+E |2025         |56
11|V|B+E |2026         |3
11|V|B+E |Anterior_2014|967
11|V|C   |2016         |1
11|V|C   |2021         |1
11|V|C   |2022         |2
11|V|C   |2024         |2
11|V|C   |2025         |2
11|V|C   |Anterior_2014|43
11|V|C+E |2021         |1
11|V|C+E |2023         |1
11|V|C+E |2024         |2
11|V|C+E |Anterior_2014|17
11|V|C1  |2018         |1
11|V|C1  |2021         |2
11|V|C1  |2023         |13
11|V|C1  |2024         |4
11|V|C1  |2025         |3
11|V|C1  |Anterior_2014|117
11|V|C1+E|2019         |1
11|V|C1+E|2023         |4
11|V|C1+E|2024         |5
11|V|C1+E|2025         |1
11|V|C1+E|Anterior_2014|75
11|V|D   |Anterior_2014|6
11|V|D+E |2025         |1
11|V|D+E |Anterior_2014|1
11|V|D1  |2023         |1
11|V|D1  |2024         |3
11|V|D1  |Anterior_2014|10
11|V|D1+E|2019         |1
11|V|D1+E|Anterior_2014|1
11|V|LVA |2021         |1
11|V|LVA |2025         |1
11|V|LVA |Anterior_2014|1
12|M|A   |2014         |2
12|M|A   |2015         |1
12|M|A   |2017         |5
12|M|A   |2018         |6
12|M|A   |2019         |10
12|M|A   |2020         |7
12|M|A   |2021         |17
12|M|A   |2022         |7
12|M|A   |2023         |14
12|M|A   |2024         |28
12|M|A   |2025         |34
12|M|A   |Anterior_2014|183
12|M|A1  |2014         |10
12|M|A1  |2015         |19
12|M|A1  |2016         |16
12|M|A1  |2017         |14
12|M|A1  |2018         |17
12|M|A1  |2019         |20
12|M|A1  |2020         |28
12|M|A1  |2021         |33
12|M|A1  |2022         |24
12|M|A1  |2023         |31
12|M|A1  |2024         |42
12|M|A1  |2025         |41
12|M|A1  |2026         |4
12|M|A1  |Anterior_2014|763
12|M|A2  |2014         |1
12|M|A2  |2016         |1
12|M|A2  |2017         |4
12|M|A2  |2018         |6
12|M|A2  |2019         |6
12|M|A2  |2020         |4
12|M|A2  |2021         |10
12|M|A2  |2022         |9
12|M|A2  |2023         |16
12|M|A2  |2024         |24
12|M|A2  |2025         |26
12|M|A2  |2026         |3
12|M|A2  |Anterior_2014|181
12|M|AM  |2014         |131
12|M|AM  |2015         |105
12|M|AM  |2016         |152
12|M|AM  |2017         |163
12|M|AM  |2018         |172
12|M|AM  |2019         |174
12|M|AM  |2020         |213
12|M|AM  |2021         |256
12|M|AM  |2022         |210
12|M|AM  |2023         |209
12|M|AM  |2024         |217
12|M|AM  |2025         |226
12|M|AM  |2026         |9
12|M|AM  |Anterior_2014|40872
12|M|B   |2014         |1947
12|M|B   |2015         |1873
12|M|B   |2016         |2162
12|M|B   |2017         |1898
12|M|B   |2018         |2649
12|M|B   |2019         |3033
12|M|B   |2020         |2134
12|M|B   |2021         |3272
12|M|B   |2022         |2648
12|M|B   |2023         |2657
12|M|B   |2024         |2807
12|M|B   |2025         |3211
12|M|B   |2026         |121
12|M|B   |Anterior_2014|88853
12|M|B+E |2014         |3
12|M|B+E |2017         |5
12|M|B+E |2018         |1
12|M|B+E |2020         |2
12|M|B+E |2021         |1
12|M|B+E |2022         |8
12|M|B+E |2023         |20
12|M|B+E |2024         |10
12|M|B+E |2025         |15
12|M|B+E |2026         |1
12|M|B+E |Anterior_2014|206
12|M|C   |2022         |1
12|M|C   |Anterior_2014|3
12|M|C+E |Anterior_2014|2
12|M|C1  |2023         |1
12|M|C1  |2026         |1
12|M|C1  |Anterior_2014|13
12|M|C1+E|2022         |1
12|M|C1+E|2023         |2
12|M|C1+E|Anterior_2014|12
12|M|D   |Anterior_2014|1
12|V|A   |2014         |7
12|V|A   |2015         |4
12|V|A   |2016         |9
12|V|A   |2017         |12
12|V|A   |2018         |14
12|V|A   |2019         |24
12|V|A   |2020         |20
12|V|A   |2021         |31
12|V|A   |2022         |31
12|V|A   |2023         |54
12|V|A   |2024         |53
12|V|A   |2025         |80
12|V|A   |2026         |2
12|V|A   |Anterior_2014|3324
12|V|A1  |2014         |63
12|V|A1  |2015         |65
12|V|A1  |2016         |91
12|V|A1  |2017         |59
12|V|A1  |2018         |94
12|V|A1  |2019         |94
12|V|A1  |2020         |76
12|V|A1  |2021         |123
12|V|A1  |2022         |108
12|V|A1  |2023         |112
12|V|A1  |2024         |155
12|V|A1  |2025         |171
12|V|A1  |2026         |11
12|V|A1  |Anterior_2014|6378
12|V|A2  |2014         |2
12|V|A2  |2015         |2
12|V|A2  |2016         |8
12|V|A2  |2017         |7
12|V|A2  |2018         |17
12|V|A2  |2019         |17
12|V|A2  |2020         |26
12|V|A2  |2021         |34
12|V|A2  |2022         |32
12|V|A2  |2023         |44
12|V|A2  |2024         |76
12|V|A2  |2025         |87
12|V|A2  |2026         |4
12|V|A2  |Anterior_2014|3465
12|V|AM  |2014         |408
12|V|AM  |2015         |379
12|V|AM  |2016         |448
12|V|AM  |2017         |461
12|V|AM  |2018         |475
12|V|AM  |2019         |482
12|V|AM  |2020         |403
12|V|AM  |2021         |524
12|V|AM  |2022         |418
12|V|AM  |2023         |487
12|V|AM  |2024         |613
12|V|AM  |2025         |546
12|V|AM  |2026         |19
12|V|AM  |Anterior_2014|96637
12|V|B   |2014         |1938
12|V|B   |2015         |1851
12|V|B   |2016         |2077
12|V|B   |2017         |1796
12|V|B   |2018         |2499
12|V|B   |2019         |2856
12|V|B   |2020         |1999
12|V|B   |2021         |3174
12|V|B   |2022         |2733
12|V|B   |2023         |3118
12|V|B   |2024         |3579
12|V|B   |2025         |4249
12|V|B   |2026         |189
12|V|B   |Anterior_2014|62483
12|V|B+E |2014         |3
12|V|B+E |2015         |1
12|V|B+E |2016         |2
12|V|B+E |2017         |2
12|V|B+E |2018         |4
12|V|B+E |2019         |12
12|V|B+E |2020         |11
12|V|B+E |2021         |12
12|V|B+E |2022         |36
12|V|B+E |2023         |36
12|V|B+E |2024         |33
12|V|B+E |2025         |50
12|V|B+E |2026         |4
12|V|B+E |Anterior_2014|794
12|V|C   |2014         |1
12|V|C   |2017         |2
12|V|C   |2018         |1
12|V|C   |2019         |1
12|V|C   |2020         |1
12|V|C   |2021         |4
12|V|C   |2022         |10
12|V|C   |2023         |6
12|V|C   |2024         |8
12|V|C   |2025         |9
12|V|C   |2026         |1
12|V|C   |Anterior_2014|210
12|V|C+E |2017         |2
12|V|C+E |2018         |1
12|V|C+E |2019         |2
12|V|C+E |2020         |2
12|V|C+E |2021         |2
12|V|C+E |2022         |9
12|V|C+E |2023         |5
12|V|C+E |2024         |2
12|V|C+E |2025         |6
12|V|C+E |Anterior_2014|136
12|V|C1  |2014         |1
12|V|C1  |2018         |1
12|V|C1  |2019         |4
12|V|C1  |2021         |1
12|V|C1  |2022         |13
12|V|C1  |2023         |12
12|V|C1  |2024         |2
12|V|C1  |2025         |6
12|V|C1  |Anterior_2014|236
12|V|C1+E|2014         |1
12|V|C1+E|2016         |1
12|V|C1+E|2019         |2
12|V|C1+E|2020         |1
12|V|C1+E|2021         |1
12|V|C1+E|2022         |14
12|V|C1+E|2023         |4
12|V|C1+E|2024         |8
12|V|C1+E|2025         |6
12|V|C1+E|Anterior_2014|150
12|V|D   |2018         |1
12|V|D   |2019         |2
12|V|D   |2021         |3
12|V|D   |2022         |11
12|V|D   |2024         |3
12|V|D   |2025         |4
12|V|D   |Anterior_2014|10
12|V|D+E |2017         |1
12|V|D+E |2019         |2
12|V|D+E |2022         |7
12|V|D+E |2023         |3
12|V|D+E |2024         |4
12|V|D+E |2025         |7
12|V|D+E |Anterior_2014|10
12|V|D1  |2017         |1
12|V|D1  |2019         |1
12|V|D1  |2021         |1
12|V|D1  |2022         |3
12|V|D1  |2023         |2
12|V|D1  |2024         |4
12|V|D1  |2025         |4
12|V|D1  |Anterior_2014|22
12|V|D1+E|2016         |1
12|V|D1+E|2019         |2
12|V|D1+E|2020         |1
12|V|D1+E|2021         |3
12|V|D1+E|2022         |13
12|V|D1+E|2023         |1
12|V|D1+E|2024         |4
12|V|D1+E|2025         |4
12|V|D1+E|Anterior_2014|12
12|V|LVA |Anterior_2014|8
13|M|A   |2014         |1
13|M|A   |2019         |2
13|M|A   |2021         |3
13|M|A   |2022         |6
13|M|A   |2023         |5
13|M|A   |2024         |11
13|M|A   |2025         |23
13|M|A   |2026         |1
13|M|A   |Anterior_2014|30
13|M|A1  |2014         |2
13|M|A1  |2015         |3
13|M|A1  |2016         |1
13|M|A1  |2017         |4
13|M|A1  |2018         |3
13|M|A1  |2019         |3
13|M|A1  |2020         |3
13|M|A1  |2021         |1
13|M|A1  |2022         |7
13|M|A1  |2023         |10
13|M|A1  |2024         |15
13|M|A1  |2025         |19
13|M|A1  |2026         |1
13|M|A1  |Anterior_2014|129
13|M|A2  |2019         |1
13|M|A2  |2020         |2
13|M|A2  |2021         |4
13|M|A2  |2023         |6
13|M|A2  |2024         |12
13|M|A2  |2025         |9
13|M|A2  |2026         |2
13|M|A2  |Anterior_2014|41
13|M|AM  |2014         |47
13|M|AM  |2015         |55
13|M|AM  |2016         |57
13|M|AM  |2017         |34
13|M|AM  |2018         |70
13|M|AM  |2019         |62
13|M|AM  |2020         |63
13|M|AM  |2021         |69
13|M|AM  |2022         |74
13|M|AM  |2023         |80
13|M|AM  |2024         |80
13|M|AM  |2025         |63
13|M|AM  |2026         |6
13|M|AM  |Anterior_2014|16581
13|M|B   |2014         |1789
13|M|B   |2015         |1525
13|M|B   |2016         |2510
13|M|B   |2017         |1759
13|M|B   |2018         |2641
13|M|B   |2019         |2502
13|M|B   |2020         |1889
13|M|B   |2021         |2656
13|M|B   |2022         |2454
13|M|B   |2023         |2008
13|M|B   |2024         |2226
13|M|B   |2025         |2245
13|M|B   |2026         |82
13|M|B   |Anterior_2014|81230
13|M|B+E |2015         |1
13|M|B+E |2016         |1
13|M|B+E |2020         |1
13|M|B+E |2021         |2
13|M|B+E |2022         |2
13|M|B+E |2023         |2
13|M|B+E |2024         |6
13|M|B+E |Anterior_2014|20
13|M|C   |2025         |1
13|M|C   |Anterior_2014|2
13|M|C1+E|Anterior_2014|2
13|M|LVA |2025         |1
13|V|A   |2015         |2
13|V|A   |2016         |1
13|V|A   |2017         |2
13|V|A   |2018         |3
13|V|A   |2019         |4
13|V|A   |2020         |5
13|V|A   |2021         |8
13|V|A   |2022         |9
13|V|A   |2023         |12
13|V|A   |2024         |23
13|V|A   |2025         |29
13|V|A   |Anterior_2014|1855
13|V|A1  |2014         |10
13|V|A1  |2015         |19
13|V|A1  |2016         |17
13|V|A1  |2017         |11
13|V|A1  |2018         |21
13|V|A1  |2019         |20
13|V|A1  |2020         |23
13|V|A1  |2021         |40
13|V|A1  |2022         |25
13|V|A1  |2023         |23
13|V|A1  |2024         |53
13|V|A1  |2025         |69
13|V|A1  |2026         |2
13|V|A1  |Anterior_2014|2869
13|V|A2  |2014         |1
13|V|A2  |2015         |2
13|V|A2  |2016         |3
13|V|A2  |2017         |3
13|V|A2  |2018         |4
13|V|A2  |2019         |7
13|V|A2  |2020         |8
13|V|A2  |2021         |10
13|V|A2  |2022         |11
13|V|A2  |2023         |19
13|V|A2  |2024         |29
13|V|A2  |2025         |37
13|V|A2  |2026         |3
13|V|A2  |Anterior_2014|1819
13|V|AM  |2014         |251
13|V|AM  |2015         |265
13|V|AM  |2016         |265
13|V|AM  |2017         |119
13|V|AM  |2018         |234
13|V|AM  |2019         |243
13|V|AM  |2020         |267
13|V|AM  |2021         |327
13|V|AM  |2022         |290
13|V|AM  |2023         |296
13|V|AM  |2024         |374
13|V|AM  |2025         |371
13|V|AM  |2026         |17
13|V|AM  |Anterior_2014|70293
13|V|B   |2014         |1883
13|V|B   |2015         |1700
13|V|B   |2016         |2300
13|V|B   |2017         |1507
13|V|B   |2018         |2316
13|V|B   |2019         |2219
13|V|B   |2020         |1555
13|V|B   |2021         |2553
13|V|B   |2022         |2322
13|V|B   |2023         |2287
13|V|B   |2024         |2747
13|V|B   |2025         |3062
13|V|B   |2026         |106
13|V|B   |Anterior_2014|70955
13|V|B+E |2015         |1
13|V|B+E |2017         |2
13|V|B+E |2019         |2
13|V|B+E |2020         |3
13|V|B+E |2021         |3
13|V|B+E |2022         |3
13|V|B+E |2023         |8
13|V|B+E |2024         |8
13|V|B+E |2025         |5
13|V|B+E |Anterior_2014|361
13|V|C   |2015         |1
13|V|C   |2023         |2
13|V|C   |2025         |2
13|V|C   |Anterior_2014|65
13|V|C+E |2025         |5
13|V|C+E |Anterior_2014|36
13|V|C1  |2019         |1
13|V|C1  |2024         |1
13|V|C1  |2025         |1
13|V|C1  |Anterior_2014|71
13|V|C1+E|2024         |1
13|V|C1+E|2025         |1
13|V|C1+E|Anterior_2014|33
13|V|D   |2025         |2
13|V|D   |Anterior_2014|1
13|V|D+E |2025         |1
13|V|D+E |Anterior_2014|1
13|V|D1  |2024         |1
13|V|D1  |Anterior_2014|1
13|V|D1+E|2025         |1
13|V|D1+E|Anterior_2014|4
13|V|LVA |2014         |2
13|V|LVA |2019         |2
13|V|LVA |2020         |2
13|V|LVA |2021         |3
13|V|LVA |2022         |4
13|V|LVA |2023         |5
13|V|LVA |2024         |15
13|V|LVA |2025         |14
13|V|LVA |Anterior_2014|44
14|M|A   |2018         |2
14|M|A   |2019         |1
14|M|A   |2020         |4
14|M|A   |2021         |2
14|M|A   |2022         |3
14|M|A   |2023         |3
14|M|A   |2024         |3
14|M|A   |2025         |6
14|M|A   |Anterior_2014|102
14|M|A1  |2014         |4
14|M|A1  |2015         |7
14|M|A1  |2016         |5
14|M|A1  |2017         |10
14|M|A1  |2018         |14
14|M|A1  |2019         |11
14|M|A1  |2020         |12
14|M|A1  |2021         |12
14|M|A1  |2022         |10
